date,day_name,month,season_factor,weekend,occupancy_level,outdoor_temp_c,rainfall_mm,saving_mode,total_usage_kwh,peak_usage_kwh,peak_hour_label,peak_window,average_hourly_kwh,daily_cost_rs,monthly_predicted_bill_rs,future_bill_prediction_rs,tomorrow_usage_prediction_kwh,previous_day_usage_kwh,weekly_average_kwh,usage_change_kwh,usage_change_direction,usage_change_reason,energy_score,eco_score,carbon_impact_kg,carbon_saved_kg,pet_status,pet_meter_pct,pet_message,pet_alert,streak_days,reward_badge,alert_count,recommendation_count,alerts_pipe,recommendations_pipe,personalized_tip_1,personalized_tip_2,personalized_tip_3,hour_00_kwh,hour_01_kwh,hour_02_kwh,hour_03_kwh,hour_04_kwh,hour_05_kwh,hour_06_kwh,hour_07_kwh,hour_08_kwh,hour_09_kwh,hour_10_kwh,hour_11_kwh,hour_12_kwh,hour_13_kwh,hour_14_kwh,hour_15_kwh,hour_16_kwh,hour_17_kwh,hour_18_kwh,hour_19_kwh,hour_20_kwh,hour_21_kwh,hour_22_kwh,hour_23_kwh,ac_power_w,ac_hours,ac_age_years,ac_condition,ac_maintenance,ac_energy_kwh,ac_cost_rs,ac_share_pct,ac_faulty,ac_limit_kwh,fan_power_w,fan_hours,fan_age_years,fan_condition,fan_maintenance,fan_energy_kwh,fan_cost_rs,fan_share_pct,fan_faulty,fan_limit_kwh,iron_power_w,iron_hours,iron_age_years,iron_condition,iron_maintenance,iron_energy_kwh,iron_cost_rs,iron_share_pct,iron_faulty,iron_limit_kwh,tv_power_w,tv_hours,tv_age_years,tv_condition,tv_maintenance,tv_energy_kwh,tv_cost_rs,tv_share_pct,tv_faulty,tv_limit_kwh
2026-11-03,Tuesday,November,0.821,0,medium,20.9,5.7,0,17.47,1.26,7 PM,6 PM-8 PM,0.73,104.82,3144.6,3097.43,16.77,15.13,17.46,2.34,increased,AC health issue increased consumption,73,67,14.33,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,5,4,sudden_spike|pet_suffering|ac_fault|iron_fault|tv_fault,replace_ac_efficient_model|replace_iron_efficient_model|replace_tv_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.19,0.22,0.14,0.14,0.21,0.33,0.57,0.92,0.85,0.58,0.49,0.52,0.67,0.6,0.53,0.55,0.63,0.91,1.23,1.26,1.19,0.79,0.6,0.33,1452,8.4,6,overheat,no,12.2,73.2,88.8,1,9.0,11,11.2,5,good,yes,0.12,0.72,0.9,0,1.6,1319,0.2,7,good,no,0.26,1.56,1.9,1,2.2,208,5.6,6,good,yes,1.16,6.96,8.4,1,1.1
2026-11-04,Wednesday,November,0.821,0,medium,25.8,0,0,18.09,1.36,7 PM,6 PM-8 PM,0.75,108.54,3256.2,3210.57,17.9,17.47,17.59,0.62,increased,AC health issue increased consumption,71,66,14.83,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,5,4,sudden_spike|pet_suffering|ac_fault|fan_fault|iron_fault,replace_ac_efficient_model|replace_fan_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.25,0.18,0.2,0.19,0.17,0.29,0.67,0.96,0.8,0.6,0.48,0.56,0.67,0.56,0.58,0.57,0.7,0.85,1.25,1.36,1.19,0.86,0.63,0.43,1571,8.5,6,noise,no,13.35,80.1,95.0,1,9.0,15,11.2,5,noise,no,0.17,1.02,1.2,1,1.6,1299,0.2,7,good,yes,0.26,1.56,1.9,1,2.2,68,4.0,6,good,yes,0.27,1.62,1.9,0,1.1
2026-11-05,Thursday,November,0.821,0,medium,25.6,0.5,0,18.45,1.36,7 PM,6 PM-8 PM,0.77,110.7,3321.0,3278.79,18.34,18.09,17.71,0.36,increased,AC health issue increased consumption,70,66,15.13,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.2,0.17,0.16,0.14,0.16,0.38,0.65,0.89,0.8,0.52,0.53,0.61,0.6,0.63,0.55,0.6,0.74,0.88,1.27,1.36,1.17,0.87,0.68,0.43,1575,8.0,6,overheat,no,12.6,75.6,80.2,1,9.0,110,11.7,5,good,yes,1.29,7.74,8.2,0,1.6,1214,1.1,7,good,yes,1.34,8.04,8.5,1,2.2,100,4.9,6,good,yes,0.49,2.94,3.1,0,1.1
2026-11-06,Friday,November,0.82,0,medium,26.3,0.3,0,18.13,1.29,7 PM,6 PM-8 PM,0.76,108.78,3263.4,3188.22,18.23,18.45,17.64,-0.32,decreased,AC health issue increased consumption,71,67,14.87,0.26,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,5,4,sudden_spike|pet_suffering|ac_fault|fan_fault|iron_fault,replace_ac_efficient_model|replace_fan_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.21,0.23,0.23,0.16,0.27,0.33,0.58,0.94,0.83,0.63,0.58,0.6,0.63,0.64,0.52,0.57,0.68,0.92,1.26,1.29,1.25,0.8,0.57,0.4,1489,7.2,6,overheat,no,10.72,64.32,78.4,1,9.0,135,11.5,5,good,no,1.55,9.3,11.3,1,1.6,1247,0.9,7,good,yes,1.12,6.72,8.2,1,2.2,60,4.8,6,good,yes,0.29,1.74,2.1,0,1.1
2026-11-07,Saturday,November,0.82,1,high,25.6,5.5,1,14.68,1.13,7 PM,6 PM-8 PM,0.61,88.08,2642.4,2922.02,15.71,18.13,17.16,-3.45,decreased,AC health issue increased consumption,83,82,12.04,2.83,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,4,4,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.14,0.14,0.14,0.14,0.14,0.14,0.45,0.75,0.64,0.34,0.3,0.35,0.48,0.45,0.41,0.38,0.56,0.64,1.01,1.13,0.97,0.63,0.41,0.26,1500,7.9,6,good,yes,11.85,71.1,70.9,1,9.0,116,12.8,5,good,yes,1.48,8.88,8.9,0,1.6,1267,2.4,7,good,yes,3.04,18.24,18.2,1,2.2,52,6.8,6,good,yes,0.35,2.1,2.1,0,1.1
2026-11-08,Sunday,November,0.82,1,low,26.4,1.4,0,18.05,1.28,7 PM,6 PM-8 PM,0.75,108.3,3249.0,3500.3,17.04,14.68,17.14,3.37,increased,AC health issue increased consumption,71,64,14.8,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,5,3,sudden_spike|pet_suffering|ac_fault|iron_fault|phantom_load_tv,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,TV standby may be wasting power,0.23,0.19,0.14,0.17,0.17,0.37,0.64,0.86,0.84,0.59,0.58,0.62,0.62,0.59,0.59,0.62,0.66,0.84,1.25,1.28,1.16,0.85,0.61,0.44,1543,7.7,6,good,yes,11.88,71.28,83.3,1,9.0,76,12.0,5,good,yes,0.91,5.46,6.4,0,1.6,1257,0.8,7,good,yes,1.01,6.06,7.1,1,2.2,68,6.8,6,standby,yes,0.46,2.76,3.2,0,1.1
2026-11-09,Monday,November,0.82,0,medium,27.2,2.3,1,14.21,1.2,7 PM,6 PM-8 PM,0.59,85.26,2557.8,2718.89,15.36,18.05,17.01,-3.84,decreased,AC health issue increased consumption,85,85,11.65,3.15,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Spark Saver,4,4,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.14,0.14,0.14,0.14,0.14,0.14,0.48,0.78,0.63,0.41,0.42,0.36,0.5,0.45,0.41,0.45,0.48,0.7,1.02,1.2,1.03,0.64,0.43,0.3,1451,6.4,6,good,yes,9.29,55.74,76.3,1,9.0,117,11.7,5,good,yes,1.37,8.22,11.2,0,1.6,1304,0.8,7,overheat,no,1.04,6.24,8.5,1,2.2,121,4.0,6,good,yes,0.48,2.88,3.9,0,1.1
2026-11-10,Tuesday,November,0.82,0,low,23.4,1.0,0,17.96,1.32,7 PM,6 PM-8 PM,0.75,107.76,3232.8,3594.86,16.84,14.21,17.08,3.75,increased,AC health issue increased consumption,71,63,14.73,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,6,4,sudden_spike|pet_suffering|ac_fault|iron_fault|tv_fault|phantom_load_tv,replace_ac_efficient_model|replace_iron_efficient_model|replace_tv_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,TV standby may be wasting power,0.28,0.14,0.21,0.14,0.17,0.28,0.58,0.92,0.89,0.54,0.56,0.62,0.63,0.59,0.59,0.58,0.69,0.89,1.23,1.32,1.15,0.88,0.67,0.4,1449,8.3,6,good,yes,12.03,72.18,87.9,1,9.0,53,11.4,5,good,yes,0.6,3.6,4.4,0,1.6,1262,0.2,7,good,yes,0.25,1.5,1.8,1,2.2,198,4.1,6,standby,no,0.81,4.86,5.9,1,1.1
2026-11-11,Wednesday,November,0.82,0,high,23.3,3.5,0,17.4,1.35,7 PM,6 PM-8 PM,0.72,104.4,3132.0,3263.2,17.57,17.96,16.98,-0.56,decreased,AC health issue increased consumption,73,70,14.27,0.46,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.22,0.14,0.18,0.14,0.21,0.33,0.6,0.83,0.82,0.51,0.51,0.48,0.64,0.58,0.51,0.6,0.62,0.82,1.19,1.35,1.19,0.78,0.61,0.37,1460,8.4,6,good,yes,12.26,73.56,85.1,1,9.0,60,11.7,5,good,yes,0.7,4.2,4.9,0,1.6,1186,0.8,7,good,yes,0.95,5.7,6.6,1,2.2,135,3.6,6,good,yes,0.49,2.94,3.4,0,1.1
2026-11-12,Thursday,November,0.82,0,low,24.0,2.1,1,15.17,1.21,7 PM,6 PM-8 PM,0.63,91.02,2730.6,3007.77,15.84,17.4,16.51,-2.23,decreased,AC health issue increased consumption,81,79,12.44,1.83,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,5,5,sudden_spike|pet_suffering|ac_fault|fan_fault|iron_fault,replace_ac_efficient_model|replace_fan_efficient_model|replace_iron_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.14,0.14,0.14,0.14,0.14,0.2,0.44,0.78,0.64,0.43,0.35,0.4,0.51,0.41,0.44,0.46,0.49,0.67,0.99,1.21,1.08,0.64,0.53,0.23,1503,7.5,6,good,yes,11.27,67.62,69.5,1,9.0,187,11.2,5,good,yes,2.09,12.54,12.9,1,1.6,1263,1.4,7,good,yes,1.77,10.62,10.9,1,2.2,190,5.7,6,good,yes,1.08,6.48,6.7,0,1.1
2026-11-13,Friday,November,0.82,0,low,27.6,4.2,0,16.93,1.27,7 PM,6 PM-8 PM,0.71,101.58,3047.4,2940.08,16.4,15.17,16.34,1.76,increased,AC health issue increased consumption,75,69,13.88,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,5,4,sudden_spike|pet_suffering|ac_fault|iron_fault|tv_fault,replace_ac_efficient_model|replace_iron_efficient_model|replace_tv_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.18,0.15,0.16,0.14,0.14,0.27,0.56,0.87,0.85,0.49,0.49,0.48,0.65,0.62,0.5,0.52,0.71,0.9,1.22,1.27,1.21,0.84,0.62,0.32,1541,6.7,6,good,no,10.32,61.92,82.0,1,9.0,111,13.0,5,good,yes,1.44,8.64,11.4,0,1.6,1262,0.5,7,good,no,0.63,3.78,5.0,1,2.2,36,5.4,6,slow,no,0.19,1.14,1.5,1,1.1
2026-11-14,Saturday,November,0.82,1,medium,24.7,0.1,0,18.7,1.34,7 PM,6 PM-8 PM,0.78,112.2,3366.0,3450.55,18.17,16.93,16.92,1.77,increased,AC health issue increased consumption,69,63,15.33,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.19,0.14,0.23,0.19,0.28,0.38,0.65,0.94,0.8,0.55,0.55,0.62,0.61,0.62,0.6,0.64,0.63,0.89,1.25,1.34,1.22,0.87,0.66,0.43,1493,7.2,6,good,yes,10.75,64.5,69.2,1,9.0,111,12.9,5,good,yes,1.43,8.58,9.2,0,1.6,1215,2.0,7,good,yes,2.43,14.58,15.6,1,2.2,161,5.7,6,good,yes,0.92,5.52,5.9,0,1.1
2026-11-15,Sunday,November,0.821,1,low,28.6,0.6,0,18.44,1.34,7 PM,6 PM-8 PM,0.77,110.64,3319.2,3248.53,18.52,18.7,16.97,-0.26,decreased,AC health issue increased consumption,70,66,15.12,0.21,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.27,0.23,0.18,0.18,0.2,0.33,0.64,0.96,0.82,0.56,0.53,0.6,0.69,0.56,0.5,0.58,0.73,0.9,1.22,1.34,1.24,0.8,0.67,0.36,1472,8.4,6,good,yes,12.36,74.16,81.2,1,9.0,102,13.1,5,good,yes,1.34,8.04,8.8,0,1.6,1259,0.4,7,slow,no,0.5,3.0,3.3,1,2.2,209,4.9,6,good,yes,1.02,6.12,6.7,0,1.1
2026-11-16,Monday,November,0.821,0,high,26.6,1.4,0,17.89,1.39,7 PM,6 PM-8 PM,0.75,107.34,3220.2,3450.93,18.05,18.44,17.5,-0.55,decreased,AC health issue increased consumption,72,69,14.67,0.45,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.28,0.2,0.22,0.14,0.2,0.33,0.65,0.87,0.86,0.57,0.57,0.61,0.61,0.54,0.59,0.58,0.64,0.84,1.16,1.39,1.16,0.83,0.67,0.41,1444,8.8,6,overheat,no,12.71,76.26,94.3,1,9.0,25,11.3,5,good,yes,0.28,1.68,2.1,0,1.6,1294,0.2,7,good,yes,0.26,1.56,1.9,1,2.2,50,4.6,6,good,yes,0.23,1.38,1.7,0,1.1
2026-11-17,Tuesday,November,0.821,0,high,22.5,1.8,0,18.48,1.39,7 PM,6 PM-8 PM,0.77,110.88,3326.4,3308.6,18.3,17.89,17.57,0.59,increased,AC health issue increased consumption,69,64,15.15,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.28,0.21,0.19,0.19,0.28,0.34,0.61,0.88,0.84,0.61,0.56,0.6,0.64,0.61,0.6,0.64,0.71,0.95,1.2,1.39,1.23,0.79,0.6,0.35,1482,8.2,6,good,yes,12.15,72.9,84.0,1,9.0,19,12.0,5,good,yes,0.23,1.38,1.6,0,1.6,1181,1.4,7,good,yes,1.65,9.9,11.4,1,2.2,102,4.3,6,good,yes,0.44,2.64,3.0,0,1.1
2026-11-18,Wednesday,November,0.822,0,low,24.1,4.4,1,13.89,1.14,7 PM,6 PM-8 PM,0.58,83.34,2500.2,2723.59,15.27,18.48,17.07,-4.59,decreased,AC health issue increased consumption,86,87,11.39,3.76,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Spark Saver,5,5,sudden_spike|pet_suffering|ac_fault|fan_fault|iron_fault,replace_ac_efficient_model|replace_fan_efficient_model|replace_iron_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.14,0.14,0.14,0.14,0.14,0.14,0.41,0.73,0.69,0.39,0.37,0.35,0.41,0.41,0.33,0.39,0.54,0.64,1.04,1.14,1.03,0.7,0.39,0.21,1483,6.3,6,good,yes,9.34,56.04,71.2,1,9.0,162,13.1,5,good,yes,2.12,12.72,16.2,1,1.6,1131,0.6,7,good,yes,0.68,4.08,5.2,1,2.2,194,5.0,6,good,yes,0.97,5.82,7.4,0,1.1
2026-11-19,Thursday,November,0.822,0,high,22.1,3.4,1,14.51,1.2,7 PM,6 PM-8 PM,0.6,87.06,2611.8,2568.92,14.32,13.89,16.98,0.62,increased,AC health issue increased consumption,84,79,11.9,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,4,4,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.14,0.14,0.14,0.14,0.14,0.15,0.46,0.74,0.6,0.38,0.32,0.38,0.45,0.36,0.34,0.45,0.48,0.69,1.07,1.2,1.05,0.6,0.4,0.22,1590,6.8,6,good,yes,10.81,64.86,68.5,1,9.0,134,11.8,5,good,yes,1.58,9.48,10.0,0,1.6,1137,2.3,7,good,yes,2.62,15.72,16.6,1,2.2,169,4.6,6,good,yes,0.78,4.68,4.9,0,1.1
2026-11-20,Friday,November,0.823,0,low,21.9,2.1,0,18.42,1.29,7 PM,6 PM-8 PM,0.77,110.52,3315.6,3205.74,17.25,14.51,17.19,3.91,increased,AC health issue increased consumption,70,62,15.1,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.22,0.2,0.14,0.18,0.19,0.34,0.6,0.95,0.82,0.55,0.53,0.53,0.67,0.6,0.53,0.54,0.7,0.9,1.26,1.29,1.22,0.88,0.59,0.43,1542,7.6,6,good,yes,11.72,70.32,72.5,1,9.0,139,11.2,5,good,yes,1.56,9.36,9.6,0,1.6,1225,2.0,7,good,yes,2.45,14.7,15.2,1,2.2,77,5.7,6,good,yes,0.44,2.64,2.7,0,1.1
2026-11-21,Saturday,November,0.823,1,medium,22.4,1.5,0,18.25,1.3,7 PM,6 PM-8 PM,0.76,109.5,3285.0,3468.61,18.3,18.42,17.13,-0.17,decreased,AC health issue increased consumption,70,66,14.96,0.14,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,5,4,sudden_spike|pet_suffering|ac_fault|iron_fault|tv_fault,replace_ac_efficient_model|replace_iron_efficient_model|replace_tv_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.22,0.21,0.23,0.2,0.18,0.35,0.66,0.96,0.86,0.61,0.49,0.58,0.62,0.63,0.55,0.53,0.64,0.84,1.26,1.3,1.22,0.82,0.62,0.4,1507,7.1,6,good,yes,10.7,64.2,72.1,1,9.0,78,13.2,5,good,yes,1.03,6.18,6.9,0,1.6,1240,1.6,7,good,yes,1.98,11.88,13.3,1,2.2,196,5.8,6,good,yes,1.14,6.84,7.7,1,1.1
2026-11-22,Sunday,November,0.824,1,medium,27.1,4.3,1,14.6,1.12,7 PM,6 PM-8 PM,0.61,87.6,2628.0,2791.4,15.69,18.25,16.58,-3.65,decreased,AC health issue increased consumption,83,83,11.97,2.99,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,4,4,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.14,0.14,0.14,0.14,0.14,0.14,0.41,0.7,0.63,0.39,0.32,0.43,0.51,0.42,0.35,0.37,0.54,0.7,1.02,1.12,1.0,0.67,0.48,0.26,1455,8.4,6,good,yes,12.22,73.32,78.2,1,9.0,43,12.6,5,good,yes,0.54,3.24,3.5,0,1.6,1258,1.7,7,good,no,2.14,12.84,13.7,1,2.2,153,4.8,6,good,yes,0.73,4.38,4.7,0,1.1
2026-11-23,Monday,November,0.825,0,high,27.5,3.4,1,14.48,1.19,7 PM,6 PM-8 PM,0.6,86.88,2606.4,2555.28,14.52,14.6,16.09,-0.12,decreased,AC health issue increased consumption,84,80,11.87,0.1,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,5,5,sudden_spike|pet_suffering|ac_fault|iron_fault|tv_fault,replace_ac_efficient_model|replace_iron_efficient_model|replace_tv_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.14,0.14,0.14,0.14,0.14,0.14,0.42,0.7,0.6,0.34,0.33,0.39,0.45,0.36,0.41,0.37,0.5,0.75,1.03,1.19,1.01,0.64,0.42,0.27,1580,8.8,6,good,yes,13.9,83.4,88.3,1,9.0,116,11.9,5,good,yes,1.38,8.28,8.8,0,1.6,1155,0.3,7,good,yes,0.35,2.1,2.2,1,2.2,33,3.6,6,slow,no,0.12,0.72,0.8,1,1.1
2026-11-24,Tuesday,November,0.825,0,medium,21.6,6.0,0,17.55,1.35,7 PM,6 PM-8 PM,0.73,105.3,3159.0,3034.24,16.63,14.48,15.96,3.07,increased,AC health issue increased consumption,73,66,14.39,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.17,0.22,0.16,0.14,0.17,0.32,0.57,0.88,0.78,0.56,0.51,0.51,0.63,0.61,0.49,0.56,0.64,0.83,1.22,1.35,1.14,0.83,0.66,0.33,1609,7.9,6,good,yes,12.71,76.26,85.4,1,9.0,119,11.1,5,good,yes,1.32,7.92,8.9,0,1.6,1224,0.4,7,good,yes,0.49,2.94,3.3,1,2.2,62,5.8,6,good,yes,0.36,2.16,2.4,0,1.1
2026-11-25,Wednesday,November,0.826,0,medium,27.8,1.3,0,18.08,1.36,7 PM,6 PM-8 PM,0.75,108.48,3254.4,3611.22,17.92,17.55,16.56,0.53,increased,AC health issue increased consumption,71,66,14.83,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,5,3,sudden_spike|pet_suffering|ac_fault|iron_fault|phantom_load_tv,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,TV standby may be wasting power,0.2,0.15,0.14,0.2,0.22,0.37,0.61,0.93,0.83,0.58,0.51,0.62,0.65,0.64,0.56,0.57,0.69,0.91,1.26,1.36,1.19,0.87,0.65,0.43,1516,6.7,6,good,yes,10.16,60.96,76.1,1,9.0,50,11.6,5,good,yes,0.58,3.48,4.3,0,1.6,1183,1.7,7,good,yes,2.01,12.06,15.1,1,2.2,117,5.1,6,standby,yes,0.6,3.6,4.5,0,1.1
2026-11-26,Thursday,November,0.827,0,medium,22.8,0.4,0,17.19,1.29,7 PM,6 PM-8 PM,0.72,103.14,3094.2,3124.7,17.46,18.08,16.94,-0.89,decreased,AC health issue increased consumption,74,71,14.1,0.73,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.26,0.14,0.19,0.16,0.17,0.33,0.62,0.91,0.84,0.56,0.51,0.62,0.62,0.56,0.53,0.6,0.7,0.9,1.18,1.29,1.19,0.79,0.6,0.43,1460,6.5,6,good,yes,9.49,56.94,83.9,1,9.0,7,11.4,5,good,yes,0.08,0.48,0.7,0,1.6,1185,1.0,7,good,yes,1.19,7.14,10.5,1,2.2,131,4.2,6,good,yes,0.55,3.3,4.9,0,1.1
